CO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_DEFICIENCIA_FISICA,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_VISAO_MONOCULAR,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_TEMPO_ADICIONAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
1400100,14,RR,21,Feminino,Não informado,Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2017,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Amarela,Amarela,Azul,"423,8","491,4","540,5","418,6",ADDBDEEEDCDBADEABCEECEBDBEDCACBBBCDAEAADDAEEC,ABACAAAECAAEEEEBDEEAEBCCDEBEEBBDDEDECCEAECDAE,BDEEA99999CDDEEEECBCBDECEDDACCADEEACADAEEAECEAEDED,ADBDECCCABCABEECEEAEAACDACCCCBACDCDBDACABCBBD,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,140,120,120,120,0,500,"Completou a Faculdade, mas não completou a Pós-graduação","Completou a Faculdade, mas não completou a Pós-graduação",Grupo 4 (Verificar a definição no dicionário de dados),Grupo 2 (Verificar a definição no dicionário de dados),3,"De R$ 1.497,01 até R$ 1.996,00",Não,"Sim, um","Sim, um",Não,"Sim, um","Sim, um",Não,Não,Não,Não,Não,Não,"Sim, dois",Não,Não,"Sim, dois",Não,Não,Sim
1400100,14,RR,18,Feminino,Solteiro(a),Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,14324067.0,1400100.0,Boa Vista,14.0,RR,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Branca,Branca,Azul,"528,6","564,8","548,6","439,7",DBEDDCEDCADBCDEBBBBABCBAACBBBBBEEBCBEDCEBEACB,ACAEEECCDBACCBBCAAAABEEEBDDABCADBDCBEEDBEBACB,CBBDE99999BBBBCDCDEBAACDBBDCEECBDBECBDCACDCBCACEEE,EBAADBBCBBBCBCCBCBBCCCCBAABDBBDCCBBBBCEEBBBDB,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,140,180,140,160,140,760,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Grupo 2 (Verificar a definição no dicionário de dados),Grupo 2 (Verificar a definição no dicionário de dados),4,"De R$ 998,01 até R$ 1.497,00",Não,"Sim, um","Sim, um",Não,Não,"Sim, um",Não,"Sim, um",Não,Não,Não,Não,"Sim, um",Sim,Não,"Sim, um",Não,Não,Não
1400100,14,RR,21,Maculino,Solteiro(a),Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2016,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Rosa,Rosa,Azul,"578,0","603,2","610,5","583,5",ECECACDEADCABBEABCBACDBDBBAEACAEEDBCBBCACAACB,EEBBEEDBADBDDBEECDEDCEDACDBEADCACBCCAEEDABAEA,ADBAE99999ABBCBCDCAECDDBEAADECDCBDDCEABEBAECCDBCCC,ECBAEEBBABAABDABCCCEBCECBABEBCBDEABDCACDDABCB,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,140,180,140,140,140,740,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental",Completou a Pós-graduação,Grupo 3 (Verificar a definição no dicionário de dados),Grupo 5 (Verificar a definição no dicionário de dados),4,"De R$ 9.980,01 até R$ 11.976,00",Não,"Sim, quatro ou mais","Sim, três","Sim, dois",Não,"Sim, um",Não,"Sim, um",Não,"Sim, um",Não,Não,"Sim, dois",Não,Não,"Sim, quatro ou mais",Não,"Sim, um",Sim
1400100,14,RR,17,Maculino,Solteiro(a),Branca,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,14000563.0,1400100.0,Boa Vista,14.0,RR,Federal,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Azul,Azul,Amarela,"550,9","581,7","607,2","716,8",AEACDEBBEBCDECBACECBECBADABBBBDACCBCEECCABCDB,ECBAABABABDBCBEEEDCDCBCEBDBECABEDECEADBEEACAB,BDABE99999DCBBADEBECAAAECDBEBECCDCCDEBAADDAABCCCBA,CEDEADAADDDBACCBCDBABEDCBEBACCAAEBEDCEADBDCDD,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,160,160,180,160,140,800,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade, mas não completou a Pós-graduação",Não Sei,Grupo 4 (Verificar a definição no dicionário de dados),3,"De R$ 1.996,01 até R$ 2.495,00",Não,"Sim, um","Sim, dois","Sim, um",Não,"Sim, um",Não,Não,Não,"Sim, um",Não,Não,"Sim, um",Não,Não,"Sim, dois",Sim,Não,Sim
2502151,25,PB,19,Maculino,Solteiro(a),Preta,Brasileiro(a),2504009.0,Campina Grande,25.0,PB,Já concluí o Ensino Médio,2017,Não respondeu,Ensino Regular,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2504009,Campina Grande,25,PB,Azul,Azul,Azul,Azul,"478,7","392,8","468,3","385,6",DAEBECDCAACBBEAACCAEDACCCBAEAEACABDBCBBDBDEDA,CCEABAACDBDBDEADADDCAECABBCBACECEAEEACAADCCDB,BDEBB99999DCABABDACDCBDEAACACCDCDAEAECACCCEABAACBC,CDABAEDCADBABCEEAAECBEBBAECBECECBCCAADDCBC*CB,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,120,120,100,100,80,520,"Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Grupo 2 (Verificar a definição no dicionário de dados),Grupo 2 (Verificar a definição no dicionário de dados),3,"Até R$ 998,00",Não,"Sim, um","Sim, dois",Não,Não,"Sim, um",Não,Não,Não,"Sim, um",Não,Não,"Sim, um",Não,Não,"Sim, dois",Não,Não,Sim
1400100,14,RR,20,Feminino,Divorciado(a)/Desquitado(a)/Separado(a),Branca,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2016,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Azul,Azul,Azul,"568,5","620,4","572,0","677,0",CEECBCADDDCDCDECBDDCDADBDEADDADCEBCDECDEDDADA,BABBABABCAACBCEAEDCACECCEDBCAABDDADBADCDCACCB,BDABA99999CEBAADAAEBDBDDCDAECDDCDCCDABAADDDBBDDCDD,EABEDBABADAABDDACDDDBDBCBBDAAEDCEADAADCCDCCAA,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,180,120,160,180,160,800,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental",Completou a Pós-graduação,Não Sei,Grupo 2 (Verificar a definição no dicionário de dados),5,"De R$ 3.992,01 até R$ 4.990,00",Não,"Sim, dois","Sim, dois","Sim, um","Sim, um","Sim, um","Sim, um","Sim, um",Não,"Sim, um",Não,Sim,"Sim, um",Sim,Não,"Sim, quatro ou mais",Sim,"Sim, um",Sim
1400100,14,RR,19,Feminino,Solteiro(a),Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2017,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Rosa,Branca,Branca,Rosa,"560,7","520,6","554,8","634,7",AEADAEAEDDECBCCCECDDCCEADEDBCDEBDBEDAEDECDCED,DCCCAEBADACAADBEDACABEBECEBEECCBBDEEEBDDDBEED,EBBAC99999BBCBCDEAEAEAADDEEEDEADCADDDBCACECDCCDDEA,ABCDBCEBEDBADEDBBDEBCCAABDBADACADEBBCDDAADEDD,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,120,120,120,120,40,520,Não completou a 4ª série/5º ano do ensino fundamental,"Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio",Grupo 2 (Verificar a definição no dicionário de dados),Não Sei,6,"De R$ 1.497,01 até R$ 1.996,00",Não,"Sim, um","Sim, três","Sim, um","Sim, um","Sim, um","Sim, um","Sim, um","Sim, um",Não,Não,Não,"Sim, dois",Sim,Não,"Sim, quatro ou mais",Não,"Sim, dois",Sim
1400100,14,RR,24,Maculino,Solteiro(a),Parda,Brasileiro(a),1400209.0,Caracaraí,14.0,RR,Já concluí o Ensino Médio,2012,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Branca,Branca,Amarela,"572,8","554,1","567,1","681,5",EACDEECBEBABEDEADDAEBBBDBEEBCACABCBEBDEBDACED,CCBCAABCEAADEDBDEAEDBCABCEBAECCBDDEBACABCEDDE,ABBAD99999CACCEAEDEBAAEDDBDCEECADABDBDEBAECECACEED,BAEEABAADBCBABBEADDACEDEBDEBBCAEEDEDCEAECEDBE,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,140,120,140,140,20,560,"Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio","Completou a Faculdade, mas não completou a Pós-graduação",Grupo 2 (Verificar a definição no dicionário de dados),Não Sei,6,"Até R$ 998,00",Não,"Sim, um","Sim, dois",Não,"Sim, um","Sim, um",Não,"Sim, um",Não,Não,Não,Não,"Sim, um",Não,Não,"Sim, três",Sim,"Sim, um",Sim
1400100,14,RR,22,Feminino,Solteiro(a),Branca,Brasileiro(a),5107909.0,Sinop,51.0,MT,Já concluí o Ensino Médio,2014,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Rosa,Rosa,Azul,"628,7","638,2","620,1","669,9",DAECBCDEADCDCDECBCEEDABEAACAAABBEDCCBECADECDB,EEBCBEDBADEACBABBEAECDDABDBBCECCCDCEDADBAAACB,ADBAE99999ABBCBDDCAECBDDCAADBCAEDCDCDEDEBAECEDBCDC,CBDDDCEBCBDCCDBAEDBEDDBBBBDABEDDEDBDACACBDBAA,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,160,200,200,160,160,880,"Completou a Faculdade, mas não completou a Pós-graduação",Completou a Pós-graduação,Grupo 4 (Verificar a definição no dicionário de dados),Grupo 4 (Verificar a definição no dicionário de dados),1,"De R$ 3.992,01 até R$ 4.990,00",Não,"Sim, dois","Sim, três","Sim, um",Não,"Sim, um","Sim, um","Sim, um",Não,Não,Não,Não,"Sim, um",Não,Não,"Sim, três",Não,"Sim, um",Sim
1400100,14,RR,19,Feminino,Solteiro(a),Parda,Brasileiro(a),4112504.0,Jardim Alegre,41.0,PR,Já concluí o Ensino Médio,2016,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Rosa,Rosa,Amarela,"585,8","629,8","636,9","439,6",CDDCCEEEEAEDEADACBBEABDEDEBBBABEACDCCBACDBBEC,EEACEEDBADBBABAECAABCDEABDBBABCDCACCAACBBEDCA,ADBBE99999DBBCBCCAAECDDDEAADCCADEEDCECDEBAECBABECC,CABEABEBDCBCCACABADBCDEECDCBDABDEAEBCBBCAEACC,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,140,200,200,180,160,880,Não sei,Completou a Pós-graduação,Não Sei,Grupo 4 (Verificar a definição no dicionário de dados),4,"Até R$ 998,00",Não,"Sim, um","Sim, três","Sim, um",Não,"Sim, um",Não,"Sim, um",Não,"Sim, um",Não,Não,"Sim, um",Não,Não,"Sim, três",Não,"Sim, um",Sim
1400100,14,RR,18,Maculino,Solteiro(a),Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2018,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Rosa,Amarela,Amarela,Rosa,"533,9","584,7","598,7","563,3",DECDCDCEECECCBCBDBBCCADEBDDADCBEEBACABAECAEDB,ABCBADAECEAECCCBDBECEDBDEADABAEEEEEECCBDDACAC,BBEDA99999EBBBEECCBCCAECEEDBBCEAEBBAADDBECBDEADECD,AACDCBEBBDBCCECBADDCCBCEDBDBCEBEBDBBCBDEEECBB,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,120,120,100,120,160,620,"Completou o Ensino Médio, mas não completou a Faculdade",Completou a Pós-graduação,Grupo 4 (Verificar a definição no dicionário de dados),Grupo 5 (Verificar a definição no dicionário de dados),5,"De R$ 11.976,01 até R$ 14.970,00","Sim, pelo menos cinco dias por semana","Sim, dois","Sim, dois","Sim, um",Não,"Sim, um","Sim, um","Sim, um",Não,"Sim, um",Não,Não,"Sim, três",Sim,Sim,"Sim, um",Sim,"Sim, um",Sim
1400100,14,RR,18,Feminino,Solteiro(a),Não declarado,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2018,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Amarela,Amarela,Azul,"382,2","432,2","574,1","377,7",DEEDEBBCCADBBEDBDCCCDDADDBDEEBBABBCEDEDCCBBCA,DBABBBAACAABCBABDACDBABCBAECBACACCB*BDADBCAAB,BBEDA99999CBABAEEBBCCBBDDBDAACEBCBEAADBDECBEAADECD,BCBACDACBDCBDCEACBBDAECBAEBEBADCBDCBECACAABB*,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,140,140,120,140,100,640,Não completou a 4ª série/5º ano do ensino fundamental,"Completou o Ensino Médio, mas não completou a Faculdade",Não Sei,Grupo 2 (Verificar a definição no dicionário de dados),3,"De R$ 998,01 até R$ 1.497,00",Não,"Sim, um","Sim, três",Não,Não,"Sim, um",Não,"Sim, um",Não,"Sim, um",Não,Não,"Sim, dois",Sim,Sim,"Sim, quatro ou mais",Não,Não,Sim
1400100,14,RR,18,Feminino,Solteiro(a),Branca,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,Não informado,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Azul,Amarela,Amarela,Azul,"443,6","498,0","523,0","421,8",DCADCEADDBBACCBBDBBDBDCDABCDDBCEECBCDDBDACADC,ABACCBACBADECCBACBDAEDDCADAEDBBDADBBBDEACACBD,CAEBA99999CDABAEEEAABBDCBBAADBEBBBDABDCDEBADCAEEED,DEBEBECBDECBDEDBCEABCDBBDBEDBDBEEAEBBDBCDACDC,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,140,120,120,120,0,500,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Grupo 4 (Verificar a definição no dicionário de dados),Grupo 4 (Verificar a definição no dicionário de dados),4,"De R$ 2.994,01 até R$ 3.992,00",Não,"Sim, dois","Sim, quatro ou mais","Sim, um",Não,"Sim, um","Sim, um","Sim, um",Não,Não,Não,Não,"Sim, um",Sim,Não,"Sim, dois",Não,"Sim, um",Sim
1400100,14,RR,21,Feminino,Solteiro(a),Branca,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2016,Não respondeu,Ensino Regular,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Azul,Azul,Amarela,"544,5","540,6","566,8","614,7",ADCCEDAEEADDEAEABADDEAECDBEBABBEBCBCBDBACCBED,EECCAAAEAAACBCAAEECACBBACDBEBAACDEDDBDBDEDAAB,BDABE99999CCCABCDBDEDAAECBCEDCCCBECABBBAADCDBDCCAA,AACEEECBDBBCABCBBDDACDCECCCABCCBEBDBECEBDDBAC,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,120,120,80,120,120,560,Não sei,"Completou a Faculdade, mas não completou a Pós-graduação",Grupo 5 (Verificar a definição no dicionário de dados),Grupo 5 (Verificar a definição no dicionário de dados),6,"De R$ 1.996,01 até R$ 2.495,00",Não,"Sim, um","Sim, quatro ou mais","Sim, dois",Não,"Sim, um",Não,"Sim, um",Não,"Sim, um",Não,Sim,"Sim, dois",Sim,Não,"Sim, quatro ou mais",Não,Não,Sim
1400100,14,RR,17,Feminino,Solteiro(a),Parda,Brasileiro(a),1302603.0,Manaus,13.0,AM,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,14321050.0,1400100.0,Boa Vista,14.0,RR,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Amarela,Amarela,Amarela,"493,5","572,9","554,2","378,3",DBBCCEDAECDDDEDADAEDABAEBDBDBDBADDECEACEDADEE,AACCADBDCEAEBCABDCBCEDABEEDBEBCEACBCCCABAACAE,BBEDA99999CDAEDEEECBADCCEEDEBDCBEBAACDCBEBDCAACBCD,DBDECBCEACBCEBDAEAEBEDBEBEAEEABCECBECEBDBDACB,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,160,120,140,120,0,540,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Grupo 3 (Verificar a definição no dicionário de dados),Grupo 2 (Verificar a definição no dicionário de dados),4,"Até R$ 998,00",Não,"Sim, um","Sim, dois","Sim, um","Sim, um","Sim, um","Sim, um","Sim, um",Não,"Sim, um",Não,Não,"Sim, dois",Não,Não,"Sim, quatro ou mais",Não,"Sim, um",Sim
1400100,14,RR,29,Feminino,Solteiro(a),Indígena,Brasileiro(a),1400704.0,Uiramutã,14.0,RR,Já concluí o Ensino Médio,2012,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Azul,Azul,Amarela,"405,2","432,4","462,8","421,3",AEECDEDEAADBEEAACEADAEAECCCEDACCDBEEBEEDEBECA,ECCCACAAABDBECEADDDCCACAADCDDDDBCDAEEBEBBCDAB,ADADE99999DBBCCDAADBAACECBDEEECEEEEABDAEAEEEEEEEEE,DAAECBCEAECCCCCDBDDEEEDBADDDEADDCBBDBADDBDABC,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,80,100,80,80,0,340,Nunca estudou,Nunca estudou,Não Sei,Não Sei,2,Nenhuma renda.,Não,"Sim, um","Sim, um",Não,Não,"Sim, um",Não,Não,Não,Não,Não,Não,"Sim, um",Não,Não,"Sim, um",Não,Não,Não
1400100,14,RR,19,Feminino,Solteiro(a),Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Já concluí o Ensino Médio,2017,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Amarela,Rosa,Rosa,Amarela,"579,9","642,9","550,3","628,9",CBCCAEBDEEDDEAABBEBECE.DDBEBABCACBECDBEADBBDB,EEACEEDBADBEDBABCEABCDBAEDBBEBACCACBBADBBAACD,AEBBC99999BBCCBCCACECBDCBDAAECABDCDCCEBCBDCCEAEBBC,DEBECCAADBDABBCBAEBACDCADDCECBBDBEEDBDBCDCDBC,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,120,180,140,160,140,740,Completou a Pós-graduação,Completou a Pós-graduação,Grupo 5 (Verificar a definição no dicionário de dados),Grupo 2 (Verificar a definição no dicionário de dados),4,"De R$ 11.976,01 até R$ 14.970,00",Não,"Sim, dois","Sim, três","Sim, um",Não,"Sim, um",Não,"Sim, um",Não,Não,Não,Sim,"Sim, dois",Não,Não,"Sim, quatro ou mais",Não,"Sim, dois",Sim
1400100,14,RR,18,Feminino,Solteiro(a),Parda,Brasileiro(a),1400100.0,Boa Vista,14.0,RR,Não concluí e não estou cursando o Ensino Médio,Não informado,Não respondeu,,,,,,,,,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1400100,Boa Vista,14,RR,Cinza,Rosa,Rosa,Cinza,"466,1","475,1","541,9","589,9",AABBBCEDDEDCCAEDAEDBAEBDCABBDBBABEEDBEEDECADD,EBCCEDABDAEEABAEBBDAECAACEBCEDADEBDCAAECABACE,ADBDA99999DBBDBCCAEECADAEEAADCEAACCCECDABEEDBACCAC,DEBB*AACADEABCAECBE*EEECEEEECBAAEAABCCDAAECED,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,100,120,120,120,120,580,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Grupo 4 (Verificar a definição no dicionário de dados),Não Sei,4,"De R$ 9.980,01 até R$ 11.976,00",Não,"Sim, dois","Sim, dois","Sim, um","Sim, um","Sim, um","Sim, um","Sim, um","Sim, um",Não,Não,Sim,Não,Não,Não,"Sim, dois",Não,"Sim, um",Sim
